pos_x, pos_y, pos_z
0.002262, -0.564081, 1.436668
-0.167035, -0.303336, 1.274938
-0.136881, -0.181803, 0.812705
-0.073532, 0.000495, 0.568856
-0.074730, 0.015926, 0.571014
-0.165942, 0.011067, 0.593638
-0.391893, -0.311881, 0.905717
-0.333661, -0.048562, 0.774925
-0.253140, -0.017026, 0.599894
-0.430889, -0.347459, 0.858993
-0.713750, -0.142717, 1.039074
-0.630532, -0.093630, 0.982782
1.467447, -1.156475, 2.347701
0.074164, 0.035424, 0.132927
0.122853, 0.103826, 0.226723
1.053823, -0.959867, 2.086241
0.369089, -0.173639, 0.902371
0.047404, 0.032916, 0.137318
0.876864, -0.985358, 2.282127
0.393132, -0.683128, 1.738557
0.359670, -0.689214, 1.738044
0.254026, -0.442405, 1.244153
-0.025454, -0.108151, 0.612080
-0.008229, 0.049945, 0.173422
-0.148529, -0.471551, 1.255131
-0.243892, -0.493133, 1.116269
-0.120869, -0.022205, 0.662282
-0.221275, -0.017848, 0.697163
-0.190138, -0.013908, 0.651279
-0.275836, -0.007739, 0.644542
-0.220725, 0.012825, 0.564682
-0.341351, -0.023765, 0.719453
-0.354615, -0.087877, 0.762871
-0.532560, -0.230358, 0.735172
-0.666607, 0.033432, 0.929225
2.097902, -0.462280, 2.339854
1.397201, -0.125326, 1.682924
0.247036, 0.030326, 0.318664
0.075577, 0.049627, 0.094646
1.174869, -0.840711, 2.140899
0.054973, 0.043936, 0.107095
0.113825, 0.094861, 0.219875
0.121078, -0.017854, 0.387739
0.015454, 0.039787, 0.115560
0.194232, -0.821701, 1.658243
-0.009207, 0.047249, 0.457782
-0.003646, 0.045679, 0.345064
-0.296681, -0.531719, 1.091029
-0.260404, -0.045546, 0.750720
-0.265481, -0.032600, 0.734637
-0.328871, -0.131390, 0.797204
-0.458954, -0.344450, 0.850900
-0.340472, -0.086985, 0.581757
-0.869122, -0.600878, 1.094822
2.120445, -0.901622, 2.094922
2.063799, -0.748788, 2.242700
2.975995, -0.352614, 2.211187
2.058758, -0.532651, 2.310877
-0.763156, -0.243011, 0.649809
-0.780564, -0.259482, 0.649042
0.859626, 0.559832, 0.960261
1.217685, 0.084760, 0.825030
0.768307, 0.427996, 0.951451
2.951928, -0.409166, 2.703192
0.881287, 0.532107, 1.011506
1.392662, -0.095040, 1.696657
0.996061, 0.438910, 1.182604
0.564028, -0.274099, 1.185087
1.623864, 0.234899, 1.865957
0.747161, 0.249950, 0.878235
2.450230, -0.408579, 2.374287
0.809427, 0.180091, 0.981621
1.817485, -0.806799, 2.147510
2.005481, -0.673719, 1.692079
1.291086, 0.425792, 1.287118
-0.025576, -0.302491, 0.947280
-0.349963, -0.331913, 0.934413
1.282602, -0.007094, 1.409524
0.530891, 0.116285, 1.164742
0.370791, 0.321662, 1.041766
1.820692, -0.401780, 1.367793
1.223785, 0.081664, 0.826459
1.287558, 0.077672, 0.765133
1.698823, 0.195091, 1.391735
-0.053105, 0.054915, 0.093586
-0.053626, 0.054813, 0.095093
-0.288601, -0.044548, 0.701999
