0.276384, -0.023591, 0.462860
0.287275, 0.020508, 0.433719
0.165711, 0.031150, 0.480561
0.312323, 0.039956, 0.390669
0.300602, -0.000819, 0.405287
0.351892, 0.049234, 0.425479
0.305795, -0.029696, 0.436819
0.300722, -0.037861, 0.465198
0.216609, 0.006960, 0.494381
0.180964, 0.021829, 0.501598
0.362851, -0.036541, 0.389216
0.352973, -0.037588, 0.333289
0.366057, -0.056658, 0.351087
0.309604, -0.001569, 0.327814
0.273784, 0.013253, 0.399366
0.346412, -0.015555, 0.405790
0.302422, -0.025243, 0.417031
0.307664, -0.011339, 0.419463
0.381845, 0.013405, 0.457998
0.363420, -0.054761, 0.354600
0.213886, 0.019527, 0.461876
0.299775, -0.009521, 0.417662
0.291130, -0.012112, 0.453935
0.345325, -0.052877, 0.409798
0.207672, 0.006210, 0.464766
0.308095, 0.040539, 0.390563
0.362398, -0.080135, 0.302381
0.351283, -0.053515, 0.412996
0.319696, -0.012140, 0.409725
0.199156, 0.004579, 0.460645
0.355080, -0.067484, 0.385705
0.316334, -0.040360, 0.417039
0.354738, -0.029639, 0.369035
0.300437, -0.025045, 0.416132
0.307068, 0.034104, 0.364408
0.360269, -0.075764, 0.405276
0.363350, -0.033254, 0.378772
0.335146, -0.042862, 0.440618
0.234238, 0.021634, 0.511226
0.306855, 0.069326, 0.438797
0.315503, -0.030341, 0.453398
0.302588, -0.033642, 0.480415
0.294909, 0.009514, 0.411378
0.294716, 0.012796, 0.433751
0.318759, -0.042588, 0.418376
0.347587, -0.053184, 0.408650
0.337266, -0.048241, 0.409669
0.330719, -0.048790, 0.422370
0.467209, 0.046326, 0.452372
0.353516, -0.029180, 0.399978
0.303803, -0.043135, 0.480095
0.350174, -0.020779, 0.416040
0.366127, -0.022099, 0.378620
0.339596, -0.015841, 0.351694
0.356536, -0.049391, 0.433242
0.356364, -0.030451, 0.374459
0.295932, -0.027016, 0.422806
0.363757, -0.047630, 0.351838
0.320372, 0.000697, 0.322151
0.357214, -0.081806, 0.248689
0.358484, -0.048105, 0.301811
0.286393, -0.021699, 0.434893
0.307219, -0.013630, 0.218372
0.367041, -0.114176, 0.156496
0.361343, -0.053568, 0.282953
0.352520, -0.029129, 0.400166
0.350733, -0.028786, 0.399951
0.304610, -0.034800, 0.413833
0.368665, -0.093433, 0.246527
0.363132, -0.098649, 0.167390
0.355084, -0.067619, 0.322417
0.322986, -0.015295, 0.339153
0.354309, -0.048602, 0.338111
0.312311, -0.019776, 0.224332
0.318214, -0.027486, 0.226039
0.346983, -0.053662, 0.409782
0.300205, -0.000488, 0.469831
0.300538, -0.024272, 0.411891
0.361683, -0.039960, 0.412298
0.313707, -0.057482, 0.491709
0.345807, -0.047335, 0.398355
0.300003, -0.029088, 0.413308
0.345396, -0.076177, 0.409329
0.349626, -0.028140, 0.374357
0.351772, -0.060426, 0.351704
0.333816, -0.008258, 0.356614
0.305434, -0.026662, 0.412493
0.306722, 0.002928, 0.405380
0.347101, -0.052880, 0.407917
0.196860, 0.027264, 0.473702
0.355621, -0.073193, 0.404326
0.324173, 0.085993, 0.439200
0.344379, -0.019749, 0.400917
0.347628, -0.031200, 0.398237
0.310106, -0.002709, 0.406605
0.306128, 0.012671, 0.397008
0.355270, -0.076381, 0.396244
0.305452, -0.012602, 0.448626
0.302376, -0.030241, 0.412693
0.300356, 0.036380, 0.459565
0.343717, -0.041000, 0.411615
0.348853, -0.026294, 0.403463
0.350728, -0.020886, 0.407455
0.361191, -0.084989, 0.424864
0.299966, -0.018854, 0.437664
0.299746, 0.012241, 0.410886
0.312115, 0.000239, 0.407118
0.326403, -0.062709, 0.411694
0.208750, 0.015563, 0.461947
0.316290, -0.015919, 0.410691
0.352592, -0.033175, 0.406721
0.039449, -0.214032, -0.385513
0.303845, 0.004796, 0.437493
0.188632, 0.031185, 0.465145
0.401268, 0.036688, 0.416003
0.298399, -0.007651, 0.417011
0.183138, 0.027691, 0.460406
0.380571, -0.096736, 0.176744
0.380308, -0.087557, 0.157678
0.411708, -0.248978, -0.151774
-0.214065, -0.040527, -0.231900
-0.061768, -0.007153, -0.112788
0.322820, -0.089643, 0.076786
0.272162, -0.033511, -0.126380
0.289837, -0.314344, -0.299896
0.287549, -0.063028, -0.087828
0.264667, -0.038556, -0.051697
0.263382, -0.044874, -0.092877
0.351523, -0.028632, 0.297583
0.297380, 0.005701, 0.330194
0.306597, 0.006343, 0.384271
0.365260, -0.082873, 0.293191
0.353305, -0.064419, 0.311237
0.364418, -0.098362, 0.211915
0.320814, -0.013527, 0.340101
0.359005, -0.048343, 0.290718
0.359001, -0.044505, 0.333371
0.323754, -0.014252, 0.339840
0.351913, -0.037585, 0.257870
0.353773, -0.073010, 0.271188
0.362410, -0.055426, 0.275196
0.313971, 0.021393, 0.317051
0.295977, 0.011972, 0.259909
0.357950, -0.043623, 0.332387
0.324560, 0.020017, 0.320316
0.343968, -0.073445, 0.271831
0.352247, -0.037323, 0.331185
0.357500, -0.089067, 0.209091
0.351991, -0.081964, 0.223720
0.363933, -0.103341, 0.203751
0.364470, -0.100274, 0.205625
0.336440, -0.043508, 0.245456
0.481666, -0.115083, 0.453673
0.350368, -0.051963, 0.405509
0.320926, -0.004357, 0.358028
0.357134, -0.064075, 0.351948
0.351046, -0.026620, 0.389728
0.303472, -0.031386, 0.423358
0.348746, -0.032378, 0.336923
0.361622, -0.082450, 0.310614
0.367725, -0.106984, 0.196901
0.361822, -0.038109, 0.280220
0.320263, -0.009495, 0.339483
0.361608, -0.054737, 0.275867
0.354850, -0.039582, 0.307140
-0.094038, 0.018315, -0.087174
-0.033322, 0.039119, 0.005179
-0.047326, 0.028813, 0.010249
-0.048190, 0.043250, 0.003688
0.238341, -0.086208, -0.171388
0.060010, -0.274832, -0.332265
0.286225, -0.491018, -0.848322
0.354260, -0.067182, 0.391908
0.359123, -0.077027, 0.307759
0.356200, -0.064338, 0.310509
0.304031, -0.026213, 0.412075
0.354439, -0.062297, 0.400538
0.357257, -0.078204, 0.273581
0.351125, -0.050676, 0.399395
0.356819, -0.047601, 0.296944
0.366537, -0.055311, 0.273164
0.355537, -0.046745, 0.271331
0.362706, -0.086946, 0.288672
0.354195, -0.064591, 0.344121
0.347925, -0.016923, 0.406406
0.305150, 0.027371, 0.394286
0.362079, -0.040964, 0.343605
0.313256, 0.038420, 0.392341
0.319006, 0.020148, 0.318441
0.321984, -0.008851, 0.349950
0.349591, -0.024373, 0.386950
0.362787, -0.076612, 0.293636
0.298537, -0.021209, 0.437484
0.292597, -0.253774, -0.292270
0.240224, -0.122964, -0.109535
0.203816, -0.188275, -0.092268
0.236768, -0.133672, -0.138380
0.306090, 0.006426, 0.384193
0.307661, 0.010713, 0.397872
0.328727, -0.016438, 0.343665
0.363923, -0.044866, 0.332569
0.361559, -0.146301, -0.266447
0.339319, -0.132303, -0.272772
0.338401, -0.130733, -0.197460
